TICKER,CNAME,ACTDATS,ESTIMATOR,ANALYS,FPI,MEASURE,VALUE,ANNDATS,REVDATS,FPEDATS,ANNDATS_ACT,ACTUAL
AAPL,APPLE INC,20110928,930,72029,1,EPS,0.9907,20110928,20111005,20110930,20111018,0.9886
AAPL,APPLE INC,20110929,3322,135319,1,EPS,0.9214,20110928,20111009,20110930,20111018,0.9886
AAPL,APPLE INC,20110929,2283,19412,1,EPS,1.0093,20110929,20111018,20110930,20111018,0.9886
AAPL,APPLE INC,20110930,464,1047,1,EPS,1,20110928,20110930,20110930,20111018,0.9886
AAPL,APPLE INC,20111003,142,143656,1,EPS,1.0071,20110927,20111017,20110930,20111018,0.9886
AAPL,APPLE INC,20111005,190,72069,1,EPS,0.9907,20111004,20111011,20110930,20111018,0.9886
AAPL,APPLE INC,20111005,1784,86653,1,EPS,0.9836,20111004,20111017,20110930,20111018,0.9886
AAPL,APPLE INC,20111005,486,46430,1,EPS,0.9939,20111005,20111005,20110930,20111018,0.9886
AAPL,APPLE INC,20111005,1951,107846,1,EPS,0.9918,20111005,20111009,20110930,20111018,0.9886
AAPL,APPLE INC,20111006,2980,127008,1,EPS,1.0036,20111005,20111006,20110930,20111018,0.9886
AAPL,APPLE INC,20111006,2343,129986,1,EPS,1.0225,20111005,20111013,20110930,20111018,0.9886
AAPL,APPLE INC,20111011,2548,71466,1,EPS,0.9886,20111011,20111011,20110930,20111018,0.9886
AAPL,APPLE INC,20111011,2502,125796,1,EPS,1.0111,20111011,20111011,20110930,20111018,0.9886
AAPL,APPLE INC,20111012,2334,56181,1,EPS,1.0014,20111011,20111012,20110930,20111018,0.9886
AAPL,APPLE INC,20111012,29,58377,1,EPS,1.0136,20111011,20111013,20110930,20111018,0.9886
AAPL,APPLE INC,20111013,282,59610,1,EPS,0.9921,20111012,20111013,20110930,20111018,0.9886
AAPL,APPLE INC,20111013,100,76979,1,EPS,1.0025,20111012,20111017,20110930,20111018,0.9886
AAPL,APPLE INC,20111014,165,21096,1,EPS,0.9875,20111014,20111014,20110930,20111018,0.9886
AAPL,APPLE INC,20111017,899,113333,1,EPS,1.0032,20111016,20111017,20110930,20111018,0.9886
AAPL,APPLE INC,20111017,3102,75222,1,EPS,1.0104,20111017,20111017,20110930,20111018,0.9886
AAPL,APPLE INC,20111017,3594,134165,1,EPS,0.9957,20111017,20111017,20110930,20111018,0.9886
AAPL,APPLE INC,20111017,3547,92348,1,EPS,1.0296,20111017,20111017,20110930,20111018,0.9886
AAPL,APPLE INC,20111017,3236,78750,1,EPS,1.0179,20111017,20111017,20110930,20111018,0.9886
AAPL,APPLE INC,20110719,157,53315,6,EPS,0.2279,20110719,20110825,20110930,20111018,0.2518
AAPL,APPLE INC,20110719,3037,49595,6,EPS,0.2321,20110719,20110919,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,1951,107846,6,EPS,0.2046,20110719,20110720,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,210,58307,6,EPS,0.2186,20110719,20110720,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,3364,40319,6,EPS,0.2179,20110719,20110720,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,3547,92348,6,EPS,0.2782,20110719,20110720,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,2334,56181,6,EPS,0.2496,20110719,20110721,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,899,113333,6,EPS,0.2632,20110719,20110816,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,98,90646,6,EPS,0.2893,20110719,20111004,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,31,110711,6,EPS,0.2432,20110719,20111004,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,2548,71466,6,EPS,0.2161,20110720,20110720,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,183,44121,6,EPS,0.2821,20110720,20110720,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,559,70706,6,EPS,0.2304,20110720,20110720,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,1267,81452,6,EPS,0.25,20110720,20110804,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,2427,75222,6,EPS,0.2846,20110720,20110816,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,192,86702,6,EPS,0.2243,20110720,20110821,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,952,70850,6,EPS,0.2221,20110720,20110825,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,190,72069,6,EPS,0.2364,20110720,20110825,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,486,46430,6,EPS,0.25,20110720,20110825,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,464,1047,6,EPS,0.2279,20110720,20110825,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,100,76979,6,EPS,0.2593,20110720,20110831,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,118,72446,6,EPS,0.2318,20110720,20110905,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,282,59610,6,EPS,0.2357,20110720,20111004,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,1989,58499,6,EPS,0.2679,20110720,20111005,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,3294,58063,6,EPS,0.2864,20110720,20111005,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,2502,125796,6,EPS,0.2514,20110720,20111005,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,29,58377,6,EPS,0.2557,20110720,20111007,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,176,47677,6,EPS,0.2757,20110720,20111010,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,3236,78750,6,EPS,0.2482,20110720,20111010,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,165,21096,6,EPS,0.2325,20110720,20111011,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,873,142722,6,EPS,0.2554,20110720,20111013,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,220,59325,6,EPS,0.2532,20110720,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,3142,70687,6,EPS,0.2439,20110720,20111018,20110930,20111018,0.2518
AAPL,APPLE INC,20110720,3346,107682,6,EPS,0.2389,20110720,20111018,20110930,20111018,0.2518
AAPL,APPLE INC,20110721,2191,75007,6,EPS,0.2796,20110720,20110721,20110930,20111018,0.2518
AAPL,APPLE INC,20110721,2343,129986,6,EPS,0.2886,20110720,20110722,20110930,20111018,0.2518
AAPL,APPLE INC,20110721,2283,19412,6,EPS,0.2829,20110720,20110912,20110930,20111018,0.2518
AAPL,APPLE INC,20110721,1784,86653,6,EPS,0.2471,20110720,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20110722,3547,92348,6,EPS,0.2936,20110722,20110722,20110930,20111018,0.2518
AAPL,APPLE INC,20110725,3102,120428,6,EPS,0.2429,20110721,20110725,20110930,20111018,0.2518
AAPL,APPLE INC,20110725,3594,134165,6,EPS,0.235,20110725,20110725,20110930,20111018,0.2518
AAPL,APPLE INC,20110727,72,70721,6,EPS,0.2393,20110727,20110730,20110930,20111018,0.2518
AAPL,APPLE INC,20110801,1951,107846,6,EPS,0.205,20110801,20110825,20110930,20111018,0.2518
AAPL,APPLE INC,20110802,559,70706,6,EPS,0.2525,20110802,20110825,20110930,20111018,0.2518
AAPL,APPLE INC,20110803,930,72029,6,EPS,0.2507,20110803,20110812,20110930,20111018,0.2518
AAPL,APPLE INC,20110812,183,44121,6,EPS,0.275,20110811,20110915,20110930,20111018,0.2518
AAPL,APPLE INC,20110816,1241,144094,6,EPS,0.2836,20110815,20111011,20110930,20111018,0.2518
AAPL,APPLE INC,20110826,3594,134165,6,EPS,0.2304,20110826,20110930,20110930,20111018,0.2518
AAPL,APPLE INC,20110829,2343,129986,6,EPS,0.2914,20110825,20110829,20110930,20111018,0.2518
AAPL,APPLE INC,20110906,1951,107846,6,EPS,0.2382,20110906,20110926,20110930,20111018,0.2518
AAPL,APPLE INC,20110907,100,76979,6,EPS,0.2629,20110907,20110907,20110930,20111018,0.2518
AAPL,APPLE INC,20110909,559,70706,6,EPS,0.2629,20110908,20111005,20110930,20111018,0.2518
AAPL,APPLE INC,20110909,930,72029,6,EPS,0.2521,20110909,20110909,20110930,20111018,0.2518
AAPL,APPLE INC,20110909,952,70850,6,EPS,0.2668,20110909,20111012,20110930,20111018,0.2518
AAPL,APPLE INC,20110912,192,86702,6,EPS,0.225,20110912,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20110913,1267,81452,6,EPS,0.2739,20110913,20111012,20110930,20111018,0.2518
AAPL,APPLE INC,20110920,210,58307,6,EPS,0.2575,20110920,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20110921,118,72446,6,EPS,0.2607,20110920,20111005,20110930,20111018,0.2518
AAPL,APPLE INC,20110923,3037,49595,6,EPS,0.2536,20110923,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20110925,157,53315,6,EPS,0.2714,20110925,20111004,20110930,20111018,0.2518
AAPL,APPLE INC,20110927,77,115719,6,EPS,0.2721,20110901,20110927,20110930,20111018,0.2518
AAPL,APPLE INC,20110928,930,72029,6,EPS,0.2539,20110928,20111005,20110930,20111018,0.2518
AAPL,APPLE INC,20110929,2283,19412,6,EPS,0.2721,20110929,20111018,20110930,20111018,0.2518
AAPL,APPLE INC,20110930,464,1047,6,EPS,0.2632,20110928,20110930,20110930,20111018,0.2518
AAPL,APPLE INC,20111003,142,143656,6,EPS,0.2704,20110927,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20111005,190,72069,6,EPS,0.2607,20111004,20111011,20110930,20111018,0.2518
AAPL,APPLE INC,20111005,486,46430,6,EPS,0.2571,20111005,20111005,20110930,20111018,0.2518
AAPL,APPLE INC,20111005,1951,107846,6,EPS,0.2554,20111005,20111009,20110930,20111018,0.2518
AAPL,APPLE INC,20111006,2980,127008,6,EPS,0.2671,20111005,20111006,20110930,20111018,0.2518
AAPL,APPLE INC,20111006,2343,129986,6,EPS,0.2857,20111005,20111013,20110930,20111018,0.2518
AAPL,APPLE INC,20111011,2548,71466,6,EPS,0.2521,20111011,20111011,20110930,20111018,0.2518
AAPL,APPLE INC,20111011,2502,125796,6,EPS,0.2746,20111011,20111011,20110930,20111018,0.2518
AAPL,APPLE INC,20111012,29,58377,6,EPS,0.2771,20111011,20111012,20110930,20111018,0.2518
AAPL,APPLE INC,20111012,2334,56181,6,EPS,0.2646,20111011,20111012,20110930,20111018,0.2518
AAPL,APPLE INC,20111013,282,59610,6,EPS,0.2554,20111012,20111013,20110930,20111018,0.2518
AAPL,APPLE INC,20111013,100,76979,6,EPS,0.2796,20111012,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20111014,165,21096,6,EPS,0.2511,20111014,20111014,20110930,20111018,0.2518
AAPL,APPLE INC,20111017,899,113333,6,EPS,0.2664,20111016,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20111017,3547,92348,6,EPS,0.2925,20111017,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20111017,3236,78750,6,EPS,0.2811,20111017,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20111017,3102,75222,6,EPS,0.2736,20111017,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20111017,3594,134165,6,EPS,0.2589,20111017,20111017,20110930,20111018,0.2518
AAPL,APPLE INC,20111018,98,90646,6,EPS,0.355,20111018,20111018,20111231,20120124,0.4954
AAPL,APPLE INC,20111018,3037,49595,6,EPS,0.345,20111018,20120123,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,3364,40319,6,EPS,0.3393,20111018,20111019,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,77,115719,6,EPS,0.3321,20111018,20111019,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,183,44121,6,EPS,0.3743,20111018,20111019,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,899,113333,6,EPS,0.3236,20111018,20111020,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,210,58307,6,EPS,0.3339,20111018,20111127,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,559,70706,6,EPS,0.3411,20111018,20111214,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,220,59325,6,EPS,0.3514,20111018,20120103,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,1951,107846,6,EPS,0.3318,20111019,20111019,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,31,110711,6,EPS,0.3321,20111019,20111019,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,873,142722,6,EPS,0.3375,20111019,20111019,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,952,70850,6,EPS,0.34,20111019,20111109,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,1267,81452,6,EPS,0.3571,20111019,20111109,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,2343,129986,6,EPS,0.3357,20111019,20111129,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,165,21096,6,EPS,0.3282,20111019,20111129,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,118,72446,6,EPS,0.3371,20111019,20120102,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,282,59610,6,EPS,0.3396,20111019,20120103,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,3236,78750,6,EPS,0.3407,20111019,20120112,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,29,58377,6,EPS,0.3782,20111019,20120113,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,486,46430,6,EPS,0.3304,20111019,20120113,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,1989,58499,6,EPS,0.3446,20111019,20120113,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,192,86702,6,EPS,0.3457,20111019,20120116,20111231,20120124,0.4954
AAPL,APPLE INC,20111019,1784,86653,6,EPS,0.3571,20111019,20120118,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,2980,127008,6,EPS,0.3171,20111019,20111020,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,2548,71466,6,EPS,0.3339,20111019,20111020,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,464,1047,6,EPS,0.3411,20111019,20111020,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,3294,58063,6,EPS,0.3532,20111019,20111020,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,2502,125796,6,EPS,0.3811,20111019,20111020,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,142,143656,6,EPS,0.3343,20111019,20111020,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,3142,70687,6,EPS,0.335,20111019,20111020,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,930,72029,6,EPS,0.3496,20111019,20111108,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,3102,75222,6,EPS,0.3679,20111019,20111115,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,2334,56181,6,EPS,0.3721,20111019,20120105,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,1241,144094,6,EPS,0.3404,20111020,20111022,20111231,20120124,0.4954
AAPL,APPLE INC,20111020,100,76979,6,EPS,0.385,20111020,20111222,20111231,20120124,0.4954
AAPL,APPLE INC,20111021,190,72069,6,EPS,0.3657,20111019,20111021,20111231,20120124,0.4954
AAPL,APPLE INC,20111021,2283,19412,6,EPS,0.3518,20111020,20111220,20111231,20120124,0.4954
AAPL,APPLE INC,20111021,3594,134165,6,EPS,0.3654,20111021,20111021,20111231,20120124,0.4954
AAPL,APPLE INC,20111021,3547,92348,6,EPS,0.3814,20111021,20120106,20111231,20120124,0.4954
AAPL,APPLE INC,20111022,3346,107682,6,EPS,0.35,20111020,20111022,20111231,20120124,0.4954
AAPL,APPLE INC,20111024,176,47677,6,EPS,0.3336,20111024,20120116,20111231,20120124,0.4954
AAPL,APPLE INC,20111025,72,70721,6,EPS,0.3214,20111024,20111025,20111231,20120124,0.4954
AAPL,APPLE INC,20111027,72,70721,6,EPS,0.3457,20111026,20111027,20111231,20120124,0.4954
AAPL,APPLE INC,20111104,1951,107846,6,EPS,0.3457,20111104,20111104,20111231,20120124,0.4954
AAPL,APPLE INC,20111107,3374,75007,6,EPS,0.3671,20111103,20111107,20111231,20120124,0.4954
AAPL,APPLE INC,20111117,98,90646,6,EPS,0.3436,20111117,20111118,20111231,20120124,0.4954
AAPL,APPLE INC,20111122,930,72029,6,EPS,0.3518,20111122,20111122,20111231,20120124,0.4954
AAPL,APPLE INC,20111201,873,142722,6,EPS,0.3525,20111201,20120116,20111231,20120124,0.4954
AAPL,APPLE INC,20111204,3374,75007,6,EPS,0.3664,20111204,20120109,20111231,20120124,0.4954
AAPL,APPLE INC,20111206,1951,107846,6,EPS,0.3561,20111205,20120117,20111231,20120124,0.4954
AAPL,APPLE INC,20111206,899,113333,6,EPS,0.3543,20111205,20120123,20111231,20120124,0.4954
AAPL,APPLE INC,20111208,952,70850,6,EPS,0.3571,20111207,20120117,20111231,20120124,0.4954
AAPL,APPLE INC,20111221,2343,129986,6,EPS,0.3632,20111221,20120105,20111231,20120124,0.4954
AAPL,APPLE INC,20111228,559,70706,6,EPS,0.3507,20111228,20111229,20111231,20120124,0.4954
AAPL,APPLE INC,20120104,190,72069,6,EPS,0.3607,20120103,20120104,20111231,20120124,0.4954
AAPL,APPLE INC,20120104,100,76979,6,EPS,0.3925,20120104,20120104,20111231,20120124,0.4954
AAPL,APPLE INC,20120106,3364,40319,6,EPS,0.3571,20120105,20120106,20111231,20120124,0.4954
AAPL,APPLE INC,20120106,142,143656,6,EPS,0.3636,20120105,20120120,20111231,20120124,0.4954
AAPL,APPLE INC,20120106,3102,75222,6,EPS,0.3839,20120106,20120106,20111231,20120124,0.4954
AAPL,APPLE INC,20120106,183,44121,6,EPS,0.3829,20120106,20120112,20111231,20120124,0.4954
AAPL,APPLE INC,20120109,210,58307,6,EPS,0.3543,20120106,20120109,20111231,20120124,0.4954
AAPL,APPLE INC,20120109,118,72446,6,EPS,0.355,20120108,20120109,20111231,20120124,0.4954
AAPL,APPLE INC,20120109,2548,71466,6,EPS,0.3396,20120109,20120109,20111231,20120124,0.4954
AAPL,APPLE INC,20120110,464,1047,6,EPS,0.3875,20120109,20120110,20111231,20120124,0.4954
AAPL,APPLE INC,20120110,2502,125796,6,EPS,0.4021,20120110,20120110,20111231,20120124,0.4954
AAPL,APPLE INC,20120111,3084,70745,6,EPS,0.3521,20120104,20120111,20111231,20120124,0.4954
AAPL,APPLE INC,20120111,220,59325,6,EPS,0.375,20120111,20120119,20111231,20120124,0.4954
AAPL,APPLE INC,20120117,930,72029,6,EPS,0.3929,20120117,20120117,20111231,20120124,0.4954
AAPL,APPLE INC,20120118,29,58377,6,EPS,0.3775,20120117,20120118,20111231,20120124,0.4954
AAPL,APPLE INC,20120118,3594,134165,6,EPS,0.4089,20120118,20120118,20111231,20120124,0.4954
AAPL,APPLE INC,20120118,1267,81452,6,EPS,0.3929,20120118,20120118,20111231,20120124,0.4954
AAPL,APPLE INC,20120118,2334,56181,6,EPS,0.3739,20120118,20120118,20111231,20120124,0.4954
AAPL,APPLE INC,20120119,176,47677,6,EPS,0.3768,20120119,20120123,20111231,20120124,0.4954
AAPL,APPLE INC,20120120,1549,132104,6,EPS,0.3639,20120119,20120120,20111231,20120124,0.4954
AAPL,APPLE INC,20120120,3547,92348,6,EPS,0.3868,20120120,20120120,20111231,20120124,0.4954
AAPL,APPLE INC,20120120,1749,43767,6,EPS,0.3821,20120120,20120120,20111231,20120124,0.4954
AAPL,APPLE INC,20120122,486,46430,6,EPS,0.3482,20120120,20120122,20111231,20120124,0.4954
AAPL,APPLE INC,20120123,220,59325,6,EPS,0.3514,20120119,20120123,20111231,20120124,0.4954
AAPL,APPLE INC,20120123,3142,70687,6,EPS,0.3571,20120123,20120123,20111231,20120124,0.4954
AAPL,APPLE INC,20120124,2283,19412,6,EPS,0.3932,20120123,20120124,20111231,20120124,0.4954
AAPL,APPLE INC,20120124,3346,107682,6,EPS,0.3929,20120124,20120124,20111231,20120124,0.4954
AAPL,APPLE INC,20120124,952,70850,6,EPS,0.3693,20120124,20120124,20111231,20120124,0.4954
AAPL,APPLE INC,20120124,3236,78750,6,EPS,0.3625,20120124,20120124,20111231,20120124,0.4954
AAPL,APPLE INC,20120124,220,59325,6,EPS,0.375,20120124,20120124,20111231,20120124,0.4954
AAPL,APPLE INC,20120124,899,113333,6,EPS,0.355,20120124,20120124,20120331,20120424,0.4393
AAPL,APPLE INC,20120124,3364,40319,6,EPS,0.3114,20120124,20120124,20120331,20120424,0.4393
AAPL,APPLE INC,20120124,3037,49595,6,EPS,0.3196,20120124,20120305,20120331,20120424,0.4393
AAPL,APPLE INC,20120124,464,1047,6,EPS,0.3021,20120124,20120308,20120331,20120424,0.4393
AAPL,APPLE INC,20120124,157,53315,6,EPS,0.3214,20120124,20120416,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,1951,107846,6,EPS,0.3114,20120124,20120125,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,220,59325,6,EPS,0.3339,20120124,20120319,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,3084,70745,6,EPS,0.3239,20120125,20120125,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,1989,58499,6,EPS,0.3111,20120125,20120125,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,3346,107682,6,EPS,0.3396,20120125,20120125,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,3236,78750,6,EPS,0.325,20120125,20120125,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,3142,70687,6,EPS,0.3089,20120125,20120125,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,3102,75222,6,EPS,0.3179,20120125,20120125,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,559,70706,6,EPS,0.32,20120125,20120125,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,98,90646,6,EPS,0.3364,20120125,20120125,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,142,143656,6,EPS,0.3314,20120125,20120125,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,1784,86653,6,EPS,0.3293,20120125,20120131,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,930,72029,6,EPS,0.3239,20120125,20120206,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,192,86702,6,EPS,0.3204,20120125,20120220,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,118,72446,6,EPS,0.3168,20120125,20120305,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,3374,75007,6,EPS,0.3518,20120125,20120307,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,210,58307,6,EPS,0.3146,20120125,20120308,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,2502,125796,6,EPS,0.3518,20120125,20120308,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,29,58377,6,EPS,0.3557,20120125,20120309,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,1241,144094,6,EPS,0.3214,20120125,20120314,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,100,76979,6,EPS,0.3857,20120125,20120315,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,2334,56181,6,EPS,0.3386,20120125,20120318,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,31,120641,6,EPS,0.3196,20120125,20120319,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,1267,81452,6,EPS,0.3639,20120125,20120319,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,3294,58063,6,EPS,0.3461,20120125,20120319,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,282,59610,6,EPS,0.3143,20120125,20120319,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,952,70850,6,EPS,0.3214,20120125,20120319,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,183,44121,6,EPS,0.3429,20120125,20120319,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,190,72069,6,EPS,0.3561,20120125,20120319,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,873,106330,6,EPS,0.3364,20120125,20120321,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,486,46430,6,EPS,0.3429,20120125,20120327,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,2548,71466,6,EPS,0.3386,20120125,20120417,20120331,20120424,0.4393
AAPL,APPLE INC,20120125,176,47677,6,EPS,0.3714,20120125,20120423,20120331,20120424,0.4393
AAPL,APPLE INC,20120126,1549,132104,6,EPS,0.3232,20120125,20120308,20120331,20120424,0.4393
AAPL,APPLE INC,20120129,3547,92348,6,EPS,0.37,20120129,20120129,20120331,20120424,0.4393
AAPL,APPLE INC,20120130,2283,19412,6,EPS,0.3432,20120125,20120424,20120331,20120424,0.4393
AAPL,APPLE INC,20120130,72,70721,6,EPS,0.3293,20120130,20120228,20120331,20120424,0.4393
AAPL,APPLE INC,20120207,3594,134165,6,EPS,0.3539,20120207,20120207,20120331,20120424,0.4393
AAPL,APPLE INC,20120209,3369,120428,6,EPS,0.3386,20120208,20120209,20120331,20120424,0.4393
AAPL,APPLE INC,20120209,1951,107846,6,EPS,0.3379,20120208,20120308,20120331,20120424,0.4393
AAPL,APPLE INC,20120213,2511,107729,6,EPS,0.3425,20120213,20120213,20120331,20120424,0.4393
AAPL,APPLE INC,20120214,930,72029,6,EPS,0.3396,20120214,20120214,20120331,20120424,0.4393
AAPL,APPLE INC,20120217,98,90646,6,EPS,0.3543,20120216,20120323,20120331,20120424,0.4393
AAPL,APPLE INC,20120221,142,143656,6,EPS,0.34,20120221,20120424,20120331,20120424,0.4393
AAPL,APPLE INC,20120223,3142,70687,6,EPS,0.3089,20120222,20120223,20120331,20120424,0.4393
AAPL,APPLE INC,20120226,559,70706,6,EPS,0.3271,20120226,20120308,20120331,20120424,0.4393
AAPL,APPLE INC,20120306,3037,49595,6,EPS,0.3386,20120306,20120315,20120331,20120424,0.4393
AAPL,APPLE INC,20120308,118,72446,6,EPS,0.3343,20120307,20120402,20120331,20120424,0.4393
AAPL,APPLE INC,20120308,1784,86653,6,EPS,0.34,20120308,20120315,20120331,20120424,0.4393
AAPL,APPLE INC,20120313,930,72029,6,EPS,0.3829,20120313,20120313,20120331,20120424,0.4393
AAPL,APPLE INC,20120314,1951,107846,6,EPS,0.3682,20120313,20120402,20120331,20120424,0.4393
AAPL,APPLE INC,20120314,192,86702,6,EPS,0.3439,20120313,20120416,20120331,20120424,0.4393
AAPL,APPLE INC,20120315,899,113333,6,EPS,0.4214,20120314,20120416,20120331,20120424,0.4393
AAPL,APPLE INC,20120316,3102,75222,6,EPS,0.3289,20120316,20120412,20120331,20120424,0.4393
AAPL,APPLE INC,20120319,3369,120428,6,EPS,0.3511,20120318,20120424,20120331,20120424,0.4393
AAPL,APPLE INC,20120319,183,44121,6,EPS,0.3639,20120319,20120410,20120331,20120424,0.4393
AAPL,APPLE INC,20120319,210,58307,6,EPS,0.3336,20120319,20120419,20120331,20120424,0.4393
AAPL,APPLE INC,20120319,3037,49595,6,EPS,0.3454,20120319,20120424,20120331,20120424,0.4393
AAPL,APPLE INC,20120320,3374,75007,6,EPS,0.3839,20120319,20120320,20120331,20120424,0.4393
AAPL,APPLE INC,20120320,1784,86653,6,EPS,0.3539,20120319,20120423,20120331,20120424,0.4393
AAPL,APPLE INC,20120320,220,59325,6,EPS,0.3507,20120320,20120320,20120331,20120424,0.4393
AAPL,APPLE INC,20120320,952,70850,6,EPS,0.3482,20120320,20120320,20120331,20120424,0.4393
AAPL,APPLE INC,20120320,100,76979,6,EPS,0.3736,20120320,20120320,20120331,20120424,0.4393
AAPL,APPLE INC,20120320,1549,132104,6,EPS,0.3396,20120320,20120424,20120331,20120424,0.4393
AAPL,APPLE INC,20120321,1241,144094,6,EPS,0.3354,20120321,20120321,20120331,20120424,0.4393
